airac 2609
ORIGIN	DEST	ROUTE	CREATION_AIRAC	AUTHOR
SBCT	SBRF	SBCT DCT EDVEB Z21 KOXAG UM540 ANISE Z47 ILKOK UZ23 TEMEV UZ73 MIGUP UZ79 MUDAR DCT SBRF	2608	LainoaSoftware
SBCT	SGAS	SBCT DCT SAVLU DCT MUBOM DCT KOTIL DCT SIPEV UM548 ESDIM DCT SGAS	2608	LainoaSoftware
SBDB	SBKP	SBDB DCT SINIL UZ63 LON Z59 ASETA DCT GNOME DCT SBKP	2608	LainoaSoftware
SBDN	SBPS	SBDN DCT ASODA UM532 DEVEX UM411 PALCA UZ87 UGONI UM654 ESGAS DCT ESMIV Z73 CNF DCT MUKDI Z12 PULKU DCT ARSIR DCT OPROV UZ32 RODUS UZ16 OSUNO DCT SBPS	2608	LainoaSoftware
SBDN	SBSG	SBDN DCT ROKOR UM415 FIGOS UM403 VALEV UZ42 GEKEM UM532 KUKOL UZ5 PULUV UZ51 SATGA UZ84 VUGID UZ78 TOSAD DCT SBSG	2608	LainoaSoftware
SBDO	SBGR	SBDO DCT AKSUL UM544 EGELU UL216 SOSMO UM403 VALEV UZ42 ZARES DCT SBGR	2608	LainoaSoftware
SBEG	SWPI	SBEG DCT KULAB UZ81 MOPLI DCT SWPI	2607	LainoaSoftware
SBFL	SANT	SBFL DCT NESMI UZ75 IMBIM UM400 SOTSA UZ120 SIS W7 BITIS DCT SANT	2608	LainoaSoftware
SBFZ	SCEL	SBFZ DCT DALVO UZ18 IRUMA UZ84 SATGA UZ51 PULUV UZ5 GEKON DCT TINSI DCT GELVA Z15 PAJEM DCT SIREM UM403 VAS A428 SIS A307 SOLER UZ105 UMKAL DCT SCEL	2608	LainoaSoftware
SBGL	SBJR	SBGL DCT ORIRI DCT SBJR	2607	LainoaSoftware
SBGL	SLVR	SBGL DCT BITAK UM400 ILTIT DCT PORNA Z35 VUKIK UZ45 UKDAN UM415 VIR DCT MUPAX DCT SLVR	2607	LainoaSoftware
SBGR	SBBV	SBGR DCT ASETA DCT AMVIS DCT DOGLI DCT OBLUG DCT EDMOX DCT PERAU DCT ISISA UZ5 MEVIK UM423 MOPIM UL795 UTPOM UM423 ISTOK UZ24 ANBIX UM402 BVI DCT SAMLU DCT MIMIS DCT SBBV	2607	LainoaSoftware
SBGR	SBDO	SBGR DCT ASETA Z59 LON UZ63 PAMUS DCT SBDO	2607	LainoaSoftware
SBGR	SBUR	SBGR DCT GERKA UZ26 KOMLU DCT UR476 DCT SBUR	2607	LainoaSoftware
SBIH	SBEG	SBIH DCT UTNIB UM423 MOPLI UZ81 KULAB DCT SBEG	2608	LainoaSoftware
SBJR	SBME	SBJR DCT DIVRO DCT VUPIP UL206 TISVA Z49 MCA DCT ME056 DCT SBME	2607	LainoaSoftware
SBKG	SBCF	SBKG DCT OPMUD UZ73 SIPOR UZ30 DABAD UZ19 LOLIP UZ30 EKUMU UZ72 OPTEB DCT SBCF	2608	LainoaSoftware
SBKP	KMIA	SBKP DCT ISMOB DCT LIVAL DCT IVTIG DCT KOMTO Z55 NILSU DCT VUPOG UL304 VUDIR UM417 PUDKA UL304 BRUTI UM417 ISUNU UM409 VUMPI UL795 GELOG L795 ALTIB A899 ZEUSS DCT KMIA	2608	LainoaSoftware
SBKP	SAEZ	SBKP DCT SOVSI Z91 CTB UZ141 SAVLU UM400 DOLDI UZ68 ISNIL UN741 PAPIX DCT SAEZ	2608	LainoaSoftware
SBKP	SBDB	SBKP DCT EGEVA UM415 ALGAN UM544 RETER DCT SBDB	2607	LainoaSoftware
SBKP	SGAS	SBKP DCT ASETA UL301 DEVOS DCT SGAS	2608	LainoaSoftware
SBKP	SSKW	SBKP DCT EGEVA UM415 EVNES UM549 ETETO UZ98 DAGAT DCT KW013 DCT SSKW	2607	LainoaSoftware
SBMO	SBAE	SBMO DCT GAVAK UZ30 DABAD UZ19 LOLIP UZ30 OLEAR Z73 KOMTO Z55 NILSU DCT UPONA UZ5 ENPEG DCT MECHI DCT AE014 DCT SBAE	2607	LainoaSoftware
SBMO	SBDN	SBMO DCT GAVAK UZ30 DABAD UZ19 LOLIP UZ30 OLEAR Z73 KOMTO Z55 NILSU DCT UPONA UL201 ROBID UM532 GEKEM DCT SIMIT DCT SEDPI DCT SBDN	2607	LainoaSoftware
SBMT	SBGR	SBMT DCT BOBIC DCT SBGR	2609	LainoaSoftware
SBPA	MSLP	SBPA DCT ANLER DCT ITBAX DCT VUKMO UZ38 VAGAL DCT BURPI DCT CXS DCT IRILU DCT EAGLE R563 FOZ UL216 DUBGI UL655 POMEZ DCT IMOLA UL423 NOROS UZ30 ILOTI DCT MSLP	2608	LainoaSoftware
SBPJ	SWGN	SBPJ DCT URALU DCT SWGN	2607	LainoaSoftware
SBPO	SBCT	SBPO DCT ILBEK W34 PUNTO DCT SBCT	2608	LainoaSoftware
SBPS	SBDN	SBPS DCT EDRAG UZ57 PULKU Z12 MUKDI Z73 EGBAL DCT ZANET DCT BIXAN UM654 ANSOK Z14 PRR DCT SIMIT DCT SEDPI DCT SBDN	2607	LainoaSoftware
SBRP	SBSG	SBRP DCT REPAX DCT MIMOP UM654 TEPAV UZ78 TOSAD DCT SBSG	2608	LainoaSoftware
SBSG	SBDN	SBSG DCT OPVAR UZ94 TIPDA Z9 OPLEB Z15 GELVA Z41 ILRER DCT UMDEB DCT KUKOL UM532 GEKEM DCT SIMIT DCT SEDPI DCT SBDN	2607	LainoaSoftware
SBSG	SBRP	SBSG DCT OPVAR UZ94 PUMDI UN741 GEVMI UM654 DEVIR Z5 EGBAL Z73 KOMTO DCT RPR DCT RP001 DCT SBRP	2607	LainoaSoftware
SBSP	SBKP	SBSP DCT ASETA DCT GNOME DCT SBKP	2608	LainoaSoftware
SBSV	SBCY	SBSV DCT ARNOX Z9 LODOT UZ17 EKERA Z9 DEVET UZ17 ILRUM Z9 EDVEK UZ17 MOLTI Z3 GELVA Z15 LODUV UM668 ANRET UM799 SINIP DCT SBCY	2608	LainoaSoftware
SBUR	SBGR	SBUR DCT MOTSU DCT AKPIL DCT BIXAN DCT LIVAL DCT ISMOB DCT KOTRU DCT GERKA DCT XOLUS DCT DIDAB DCT MOLLE DCT SBGR	2608	LainoaSoftware
SCEL	SBCF	SCEL DCT GUVOL UN527 JUA UM529 ARPAS A428 EPDUB Z59 LON UZ65 ANSOK UM654 BIXAN DCT ZANET Z43 NIGMA UZ23 KIBAP DCT SBCF	2608	LainoaSoftware
SCEL	SLLP	SCEL DCT DILOK Q814 PABOS UT276 ENTOP Q815 LOA UL309 IROBO DCT SLLP	2608	LainoaSoftware
SCFA	SPJC	SCFA DCT BRADA L300 IRULI UL550 SCO DCT SPJC	2608	LainoaSoftware
SELT	SEMT	SELT DCT DIMAR W10 MUMIL DCT SEMT	2608	LainoaSoftware
SEQM	SELT	SEQM DCT QIT DCT SELT	2607	LainoaSoftware
SFAL	EGYP	SFAL DCT MTP DCT EGYP	2607	LainoaSoftware
SGAS	SASA	SGAS DCT OBLUM DCT UKELA DCT SUSRU DCT KALOM M789 KOVAT UM789 JUJ DCT SASA	2608	LainoaSoftware
SGAS	SBCT	SGAS DCT ROLOK UM548 ILBEK W34 PUNTO DCT SBCT	2608	LainoaSoftware
SGES	SBKP	SGES DCT ALDOS B687 IGU UL324 FOZ UZ65 ILMIS Z31 ESKUM UZ65 SIGAR Z31 LON Z59 ASETA DCT GNOME DCT SBKP	2608	LainoaSoftware
SGES	SCEL	SGES DCT ALDOS B687 DOKBA UP779 POS UW14 BITUS W14 UROLI UW14 RTA W14 IREKA UW14 ERE A307 SOLER UZ105 UMKAL DCT SCEL	2608	LainoaSoftware
SKAP	SKVV	SKAP DCT VVC DCT SKVV	2609	LainoaSoftware
SKBG	SKCG	SKBG DCT UBMUN W9 DIBAM UW10 UGREB DCT SKCG	2608	LainoaSoftware
SKBO	SKAG	SKBO DCT OSUSU DCT BUV A301 EJA DCT SKAG	2607	LainoaSoftware
SKBO	SKPC	SKBO DCT AKROB W20 MAVDA UW51 EYP W24 SIDUN DCT SKPC	2608	LainoaSoftware
SKBO	SYCJ	SKBO DCT AKROB W20 MAVDA UW51 EYP W24 PAMAG V701 PAY UP776 SIREP UP549 TIM DCT SYCJ	2607	LainoaSoftware
SKCC	SKMD	SKCC DCT TORAT G431 EJA W11 AKSER DCT SKMD	2607	LainoaSoftware
SKCC	SKSA	SKCC DCT CUC W7 NETKU DCT SKSA	2608	LainoaSoftware
SKCD	SKCL	SKCD DCT ETALO DCT SKCL	2608	LainoaSoftware
SKCG	SKBG	SKCG DCT CTG UW10 MGN W35 IVRIK DCT SKBG	2608	LainoaSoftware
SKCL	SKNQ	SKCL DCT SIGIR A321 ASIKO W5 TEDUL DCT SKNQ	2608	LainoaSoftware
SKGI	SKBO	SKGI DCT GIR DCT SKBO	2608	LainoaSoftware
SKIP	SKCL	SKIP DCT MER G675 ANKAS DCT SKCL	2608	LainoaSoftware
SKMD	SKCC	SKMD DCT DIPRA UW26 CUC A567 ESNUT DCT SKCC	2608	LainoaSoftware
SKPC	SKBO	SKPC DCT SIDUN W24 SIRUG DCT SKBO	2608	LainoaSoftware
SKVP	SKBQ	SKVP DCT EDVAR W31 UMKIR DCT SKBQ	2608	LainoaSoftware
SKVV	SKNA	SKVV DCT VVC V713 IMBIS DCT SKNA	2608	LainoaSoftware
SLGM	SLTR	SLGM DCT TRI DCT EDNET DCT SLTR	2607	LainoaSoftware
SLTR	SLGM	SLTR DCT UBLEX M653 NIGVA A430 SILIC DCT KODSA DCT SLGM	2607	LainoaSoftware
SLVR	SABE	SLVR DCT LODAK UW316 OGRON UM784 SIS A428 GUA UZ129 PAGON DCT SABE	2608	LainoaSoftware
SLVR	SBGL	SLVR DCT GAVOS Z29 EDRUS UM411 UTLOT DCT GERTU UZ25 PUGOR UM654 BIXAN Z55 MEBGA DCT SBGL	2608	LainoaSoftware
SMJP	SYEC	SMJP DCT TIM DCT EC130 DCT SYEC	2607	LainoaSoftware
SPJC	SCFA	SPJC DCT ILVAG DCT JCL L525 SCO UL550 IRULI L300 BRADA DCT REBOL DCT SCFA	2608	LainoaSoftware
SPJC	SPJE	SPJC DCT ATATU UM674 BOBUG DCT NAXUS T329 MARBA DCT SPJE	2607	LainoaSoftware
SPJE	SPJC	SPJE DCT ROBIG UV4 PUPMI UM795 ILROL DCT SPJC	2608	LainoaSoftware
SSKW	SBKP	SSKW DCT EDVEP UL655 ANRIR UM775 SINIP UZ82 TITVO UM411 UTLOT DCT SBKP	2608	LainoaSoftware
SUMU	SBCT	SUMU DCT AROMO A310 MIMOL UN857 OGRUN UZ121 PENSO UZ132 VUGUP DCT SBCT	2608	LainoaSoftware
SUMU	SBFZ	SUMU DCT MIMOL UN857 OGRUN UZ121 PENSO Z56 ATILU Z7 GERKA UZ26 BIXAN UM654 DOTKU DCT SBFZ	2608	LainoaSoftware
SUMU	SBKP	SUMU DCT AROMO A310 MIMOL UN857 OGRUN UZ121 PENSO UZ132 EDRAT DCT SBKP	2608	LainoaSoftware
SVJC	SVMI	SVJC DCT CRO UW1 VUNUM DCT ISISU DCT SVMI	2608	LainoaSoftware
SVMC	SVMT	SVMC DCT ASIBA DCT ISIGO UM796 MAU A552 MADNO UW52 LIXIL A552 PBL A550 ORODI DCT TUY UW27 USOTI W14 GEMAP UW14 BNA UG443 ESMEN DCT D299J DCT SVMT	2607	LainoaSoftware
SVMI	SVBI	SVMI DCT BUTSA DCT TORIM DCT ALDAK DCT GATUG UW52 PBL UP533 BNS DCT UGTAM DCT ANDAN DCT SVBI	2607	LainoaSoftware
SVMI	SVVL	SVMI DCT MIQ UP671 IMBAT UP533 PBL UW40 BRM W40 ERIXO DCT SVVL	2607	LainoaSoftware
SVMT	SVMC	SVMT DCT KIBOR DCT BNA UG443 CBC A552 MIQ UP671 UKLOT UM796 MAU B553 DAKAS DCT SVMC	2608	LainoaSoftware
SVPR	SVVA	SVPR DCT SOM UW27 USOTI UW14 EDPAL DCT ESBES DCT VAL DCT SVVA	2607	LainoaSoftware
SVVA	SVPR	SVVA DCT ATAMU W14 MASPU UW14 USOTI UW27 SOM W27 MIGED DCT SVPR	2608	LainoaSoftware
SVVG	SVMG	SVVG DCT VRA UW8 BRM UW40 PBL UP533 IMBAT UP671 MIQ W19 DOSRA UW19 CHALO DCT SVMG	2608	LainoaSoftware
SWGN	SBPJ	SWGN DCT ILNOM DCT SBPJ	2608	LainoaSoftware
SWKO	SBEG	SWKO DCT VUNEV UZ33 IGAPO DCT SBEG	2608	LainoaSoftware
SWPI	SBEG	SWPI DCT KULAB DCT SBEG	2608	LainoaSoftware
SYCJ	SKBO	SYCJ DCT ATESA UP549 SIREP UP776 PAY V701 MDU V700 VVC B689 MAKTO DCT VUNEX DCT SKBO	2608	LainoaSoftware
SYEC	SMJP	SYEC DCT ZY DCT SMJP	2607	LainoaSoftware
TAPA	EGGW	TAPA DCT 1960N DCT 2752N DCT 3640N DCT 4520N DCT GAPLI DCT MOPAT DCT DEXEN UY124 AMPIT L15 HON P155 UMBAG DCT TIDPU DCT DITOB DCT MEGEL DCT EGGW	2608	LainoaSoftware
TAPA	KBOS	TAPA DCT NEYDU L462 KAYYT Y578 BRUWN V141 ACK V146 AVONN DCT PROVI DCT KBOS	2608	LainoaSoftware
TAPA	KOPF	TAPA DCT BOPAT DCT PJM L204 GOUDA L577 STIIV Y280 ACONY Y308 HAGIT Y290 SKIPS DCT MKERS DCT KOPF	2608	LainoaSoftware
TAPA	MDPC	TAPA DCT ZPATA DCT GABAR G633 COY A555 TUUNA RTE4 JOSHE RTE12 MAZ B892 ANTEX DCT MDPC	2608	LainoaSoftware
TBPB	KFLL	TBPB DCT KISES A324 FOF UA555 DUNTA A555 ILURI Y185 ACONY Y308 HAGIT Y352 ZQA A555 RAJAY BR53V LEEVI DCT MKERS DCT KFLL	2608	LainoaSoftware
TBPB	KHPN	TBPB DCT TASAR A632 ANU L462 PIREX M590 BDA M591 BOVIC L461 MARIG Y483 DOGRS DCT DUNEE DCT KHPN	2608	LainoaSoftware
TBPB	TFFR	TBPB DCT LIDOS DCT TFFR	2608	LainoaSoftware
TBPB	TLPL	TBPB DCT DAMOV DCT TIBOT DCT TLPL	2607	LainoaSoftware
TDPD	KEWR	TDPD DCT FOF UA312 PPR A517 PJM L329 KEEKA DCT SAVIK Y486 MOUGH Y484 JFK DCT PUCKY DCT FALLZ V273 HUO V252 RAGER V273 HNK DCT KEWR	2608	LainoaSoftware
TDPD	TGPY	TDPD DCT FOF UA324 SV A324 RESAS DCT DUSAL DCT TGPY	2607	LainoaSoftware
TDPD	TNCM	TDPD DCT FOF A555 EMOLA DCT SORRL UL329 ZPATA DCT TNCM	2607	LainoaSoftware
TDPD	TUPJ	TDPD DCT FOF UA555 DUNTA A555 COY R760 GOUDA DCT JUICE B520 LARPP DCT SIMBO DCT TUPJ	2607	LainoaSoftware
TFFR	TLPC	TFFR DCT DOM A312 FOF A324 KISES DCT TLPC	2607	LainoaSoftware
TGPZ	TVSU	TGPZ DCT SV DCT TVSU	2607	LainoaSoftware
TIST	KSUA	TIST DCT GLADA DCT PANMO L454 DONQU DCT SAPPO Y399 ZQA A555 ZBV BR57V WIERS BR22V DEKAL DCT CANVI Y280 OCTAL DCT MARKT DCT JOENZ DCT GILBI T349 KNRAD DCT LUCYS DCT KSUA	2608	LainoaSoftware
TISX	KORD	TISX DCT CHAKA RTE6 SJU RTE7 PLING Y355 FIPEK Y439 CERDA Y356 IORIO G504 LETON L451 JAINS AR12 DEDDY DCT CHS V53 GRECI T441 ADCOM V53 WILLS T441 BURGG T215 HILTO DCT DOOGE Q93 HEVAN Q118 BONNT DCT KORD	2608	LainoaSoftware
TISX	TFFJ	TISX DCT STT B520 PJM DCT BOPAT DCT TFFJ	2607	LainoaSoftware
TISX	TJIG	TISX DCT CHAKA RTE6 SJU DCT TJIG	2607	LainoaSoftware
TJBQ	KMCF	TJBQ DCT BETIR A319 PIXAR UW10 ASIVO L453 MACKI L452 RNTRY R763 GTK A555 ZBV BR57V WIERS BR22V DEKAL DCT TOREZ DCT CANVI Y280 OCTAL Q110 JAYMC DCT KMCF	2608	LainoaSoftware
TJBQ	MDST	TJBQ DCT BETUM A319 BIBOK L343 RIBES DCT MDST	2608	LainoaSoftware
TJIG	TJRV	TJIG DCT TROCO DCT TJRV	2607	LainoaSoftware
TJSJ	KSAT	TJSJ DCT GLADA DCT PANMO L454 DONQU Y185 NELSR L452 HAGIT Y290 FEMID Q102 LEV J86 PEKON Q56 MOLLR Q24 BLUMS T256 LDRET DCT WAILN DCT KSAT	2608	LainoaSoftware
TJSJ	MDLR	TJSJ DCT GANBO DCT VARNA RTE12 JOSHE RTE4 BQN B520 ANTEX DCT MDLR	2608	LainoaSoftware
TJSJ	TJBQ	TJSJ DCT GANBO DCT JOSHE RTE4 BQN DCT TJBQ	2607	LainoaSoftware
TKPK	KEWR	TKPK DCT GABAR G633 SKB A517 PJM L329 KEEKA DCT OKONU Y484 JFK DCT GLDMN DCT FALLZ V273 HUO V252 RAGER V273 HNK DCT KEWR	2608	LainoaSoftware
TKPK	KOPF	TKPK DCT GABAR G633 DANDE Y280 ACONY Y308 HAGIT Y290 SKIPS BR53V LEEVI DCT MKERS DCT KOPF	2608	LainoaSoftware
TKPK	KTEB	TKPK DCT GABAR G633 DANDE Y280 STIIV L776 MACOR DCT OXANA AR8 ECG T480 MCARY V139 ORF T303 OUTLA T497 CORET DCT COLIN T224 SHLBK T291 GRACO DCT SWANN DCT KTEB	2608	LainoaSoftware
TKPN	TJSJ	TKPN DCT ANASU DCT BOMET DCT ANU G633 GABAR DCT TJSJ	2608	LainoaSoftware
TLPC	TFFR	TLPC DCT DOM DCT TFFR	2608	LainoaSoftware
TLPL	KTEB	TLPL DCT KATIM DCT DOM A312 PPR A517 PJM L329 KEEKA DCT OKONU Y484 WEBBB B24 SIE V44 DONIL T287 SPEAK DCT SWANN DCT KTEB	2608	LainoaSoftware
TNCA	SACO	TNCA DCT DATOR UL220 MAGTA UL342 ENPUT A567 CUC W7 EYP UW88 MTU W17 PABON UP530 LET A301 RCO UN525 IMBOL W5 SUKPA UN525 DONKA DCT SACO	2608	LainoaSoftware
TNCB	TNCA	TNCB DCT ADRIV DCT TNCA	2608	LainoaSoftware
TNCM	KFXE	TNCM DCT DANDE Y280 ACONY Y308 HAGIT Y352 ZQA DCT KFXE	2608	LainoaSoftware
TNCM	KHOU	TNCM DCT DANDE Y280 ACONY Y308 HAGIT Y290 FEMID Q102 LEV DCT KHOU	2608	LainoaSoftware
TNCM	LEBL	TNCM DCT DANDE M576 OBIKE DCT 2550N DCT 2940N DCT IRKID DCT NAVIX DCT LUTAK UN870 TOFEF N870 PONEN T600 CASPE DCT LEBL	2608	LainoaSoftware
TNCM	MMCZ	TNCM DCT DANDE G633 COY A555 TUUNA RTE4 JOSHE RTE12 MAZ G633 MELLA T15 NAKEM UT15 NADAX T15 CDO UL577 ETBOD A890 PAP L577 AVALU UL577 ILUBA DCT MMCZ	2608	LainoaSoftware
TQPF	KBED	TQPF DCT YIYYO L461 MARIG Y483 DOGRS Y487 SPDEY Q167 ORCHA T320 YANTC DCT KBED	2608	LainoaSoftware
TQPF	KFRG	TQPF DCT ZPATA A517 PJM L329 KEEKA L459 DARUX L456 MARIG Y483 DOGRS DCT DUNEE DCT KFRG	2608	LainoaSoftware
TQPF	KIAD	TQPF DCT ODUCA L459 KEEKA DCT OXANA AR8 ECG T480 MAZON V213 HPW V260 RIC DCT KIAD	2608	LainoaSoftware
TQPF	MYNN	TQPF DCT LARPP Y318 DONQU Y185 FARMN L453 JSTIN Y280 SUMAC DCT KURAY DCT MYNN	2607	LainoaSoftware
TUPJ	KHPN	TUPJ DCT CAFFE L459 SAVIK Y486 MOUGH Y484 GEDIC DCT DUNEE DCT KHPN	2608	LainoaSoftware
TUPJ	TBPB	TUPJ DCT MODUX UR888 PPR RD4 SEDOG DCT TASAR A632 BGI DCT D346O DCT TBPB	2607	LainoaSoftware
TUPJ	TDPD	TUPJ DCT DANDE G633 GABAR DCT MODUX UR888 PPR DCT TDPD	2607	LainoaSoftware
TVSA	KHPN	TVSA DCT BNEPL DCT BNE UA324 FOF UA312 ANU L462 PIREX M590 BDA M591 BOVIC L461 MARIG Y483 DOGRS DCT DUNEE DCT KHPN	2608	LainoaSoftware
TVSA	TAPA	TVSA DCT BNEPL DCT BNE UA324 FOF UA312 PPR A312 KASKI DCT TAPA	2607	LainoaSoftware
UAAA	EPWA	UAAA DCT TIPSA L855 ORTEG M610 DIVNO N161 MASAV N37 IPLED A921 KUFAN N11 ROLIN N644 INB L746 ODERO T86 MATEL T746 ARGES Z946 OSTAL DCT OP261 DCT DENAK DCT LARMU Z948 KARIL DCT KEKED N133 KSC M857 GERVI P851 NEPOX DCT EPWA	2608	LainoaSoftware
UAAA	UACK	UAAA DCT AGUNA M149 OGLAB N170 LUKUS W333 BANOS N170 LULEK DCT UACK	2608	LainoaSoftware
UAAA	ZHCC	UAAA DCT ALUGI Z315 BERTO M610 RULAD A343 POSOT B215 NUKTI V67 ALGOT W199 NIRUV B215 MIMOK V179 RUNBU DCT BISAL V119 URBIL W210 PADNO B208 NOPIN DCT ZHCC	2608	LainoaSoftware
UACC	OEJN	UACC DCT KOKON M75 ADREM L163 BADAS L855 NESIR G667 IDRIS V304 LA G667 SOGOL B411 SAV L124 EGVEL B417 GAS G674 ROSUL V41 BOPEV G782 VEMEM DCT OEJN	2608	LainoaSoftware
UACC	OTHH	UACC DCT KOKON M75 PIDWO L985 DARVA A370 MAVAX B359 ASB B114 RIKOP M324 ASRUX W162 DAPIN M318 TBS G663 SYZ R659 DURSI M701 MIDSI R659 VEDED DCT OTHH	2608	LainoaSoftware
UACC	UGKO	UACC DCT KOKON M75 RELGO M166 VAMRI P574 NOGBU N37 IPLED A921 KUFAN DCT LAPTO N82 TAFIK G914 WLK DCT UGKO	2609	LainoaSoftware
UACC	UWKD	UACC DCT KOKON M75 RELGO M166 EKTOB M199 MULTA L991 BENAP T788 EKRIM W911 ATKAM N985 ORTIM DCT UWKD	2608	LainoaSoftware
UACK	UAAA	UACK DCT RIMIR N987 ATBAN Z624 AGADI L998 RITAB W333 ETEDA DCT UAAA	2608	LainoaSoftware
UADD	UAAA	UADD DCT NASIP N143 TOMGO Z370 EKLAT DCT UAAA	2608	LainoaSoftware
UAII	LHBP	UAII DCT MIKNO N143 OGOLI T898 DARVA B476 METKA L88 NIJAT N644 INB L746 ODERO T86 MATEL L744 WRN N605 GRN Q6 ERDOM Y520 UTEKA L610 PELOV L617 PARAK DCT MAVIR DCT BUGAC DCT EBAMO DCT LHBP	2608	LainoaSoftware
UAII	OEJN	UAII DCT MIKNO N143 RITAL M741 ASLOK Z554 CHARD A118 LBA A847 NAZAR A647 MSD G663 ULADA T136 KFA N687 KSA G782 RGB M309 VEMEM DCT OEJN	2608	LainoaSoftware
UAII	OEMA	UAII DCT TONLA N102 GILAT Z640 LAPZE Z621 AGNAN R433 ABDAN B114 RIKOP L720 BRD A414 DNZ Z2 TRN G667 SOGOL B411 LOVEK A424 HIL A788 LOXOR Q218 PMA DCT ORLIG DCT OEMA	2608	LainoaSoftware
UAII	RKSI	UAII DCT KOLAM N143 KIZMI Z817 TIPSA M610 RULAD A343 POSOT B215 FKG W188 LIKMI W270 DKO W69 HUR DCT AA173 DCT TONIL V9 VAPGU W34 ANRAT A326 DONVO G597 AGAVO Y644 REBIT DCT RKSI	2608	LainoaSoftware
UAII	VVPQ	UAII DCT TULGA L139 POMIR Z407 FIRUZ P500 ATROL J118 DURKA J130 KASMA J129 RN J121 INDEK L509 SULOM A466 ASARI L509 GGC R460 CEA L507 BKK N891 RYN R334 NUMDI DCT VVPQ	2608	LainoaSoftware
UAII	ZSPD	UAII DCT KOLAM N143 KIZMI Z580 OGTOL L728 KAMUD W186 SADAN W187 TUSLI W112 BILDA W619 JSG V67 ALGOT W199 NIRUV B215 MIMOK V179 RUNBU DCT BISAL V119 URBIL W210 PADNO B208 HFE R343 SASAN DCT ZSPD	2608	LainoaSoftware
UATE	OMDB	UATE DCT AKUKU P574 ULDUS N39 NSH L333 LABET Y8 SRJ W32 BND M324 PATAT L519 EGPEP L313 IMPED DCT OMDB	2608	LainoaSoftware
UATE	UACK	UATE DCT ATNUR Q198 AGILA N996 KODUM L988 ALABA T586 LALKA DCT UACK	2608	LainoaSoftware
UATE	UGKO	UATE DCT IPLED A921 KUFAN DCT SARPI N37 BARUS DCT VIZRO H5 KUSSA DCT TUZZA DCT UGKO	2608	LainoaSoftware
UATE	UUEE	UATE DCT AZABI A87 AKT G96 IPLED A921 KUFAN N11 ROLIN N644 INB L746 ODERO T86 MATEL T746 ARGES Z946 OSTAL DCT OP261 DCT DENAK DCT EROMO DCT TIRAS M986 ABUTO T535 BERUN T296 BUKUB DCT UUEE	2608	LainoaSoftware
UBBB	EGNX	UBBB DCT EKRAM Y124 ABTEK N161 LEYLA N644 INB L746 ODERO L621 REVDA DCT DENUB DCT ATSOS Z941 NARKA DCT LITKU DCT SLC A42 TURIS DCT ABITU Z650 BERVA A4 ODNEM M748 BNO L726 BODAL T709 VOZ DCT OKG L984 OSBIT Z719 BIBTA DCT TABUM DCT ROLIS T881 UMUPU T880 BATTY L608 COA L179 SASKI L608 LOGAN L980 JACKO DCT DAGGA DCT BRAIN DCT BKY T999 SIVDA DCT ICHAN DCT UFKAH DCT EGNX	2609	LainoaSoftware
UBBB	LEMD	UBBB DCT EKRAM Y124 ABTEK N161 LEYLA N644 INB UW90 DEVMU L852 NEGEM Q8 DOLAP L615 OBLAK N188 OKLOP M19 TUVAR P11 PUL L614 CHI M859 EKPAL Z388 IXITO L50 ANAKI DCT EGHIN DCT NOSTA DCT PIGOS N86 MAMES M984 BGR N975 RAMON T520 CMA Z596 TERSA DCT LEMD	2608	LainoaSoftware
UBBB	UAKK	UBBB DCT BETEK N55 TITIL N161 MASAV N37 DOZIN DCT UAKK	2608	LainoaSoftware
UBBB	UZNU	UBBB DCT NAMAS N35 RODAR A909 TUNEK B143 KRS B738 NEBIT B476 TIMGA A480 OTBOR DCT UZNU	2608	LainoaSoftware
UBBG	UUDD	UBBG DCT VERCA M747 BARAD DCT TBS N61 LAGAS N644 INB L746 ODERO T86 MATEL T746 ARGES Z946 OSTAL DCT IDARU DCT LARMU Z948 KARIL DCT KEKED N133 KSC M857 GERVI P851 ABERO DCT TURAT T344 OBARO N72 EKTUT T535 UDAPO N50 OLOPI DCT UUDD	2608	LainoaSoftware
UCFM	UTDD	UCFM DCT GASTA M34 RUDEK B351 IRGUL Y249 INKAR L139 BENLO L135 VADER B165 SX DCT UTDD	2608	LainoaSoftware
UCFM	UWKD	UCFM DCT GASTA B357 OGTOL L728 GEDSA L147 EKTOB M199 MULTA L991 BENAP T788 EKRIM W911 ATKAM N985 ORTIM DCT UWKD	2608	LainoaSoftware
UCFM	VIDP	UCFM DCT RAXAT T184 ODNIX L43 KHG W176 MAGIV B215 PURPA G325 GOTKO J131 RN J121 INDEK L509 SULOM M890 CHG J21 UPTEX DCT VIDP	2608	LainoaSoftware
UCFO	UIII	UCFO DCT ZIMAN M34 RUDEK L143 UMLOD M618 GOMIR M993 AKTAS R366 NOPUS G230 MIBUT H108 US R378 RIPEK G249 KZL W239 GRIBA M99 BD DCT UIII	2608	LainoaSoftware
UDYZ	LZIB	UDYZ DCT INDUR B374 ERZ L746 ODERO L621 REVDA DCT BINBI DCT ATSOS Z941 NARKA DCT XOMBA P974 TABIN DCT LZIB	2608	LainoaSoftware
